cluster,state,region,source,uor,lat,lng,military,incorporated,timezone,ranking,zips,id,wealth,density,literacy,employment,mortality,agriculture
21153,Kentucky,Magoffin,polygon,U,37.7459,-83.0646,FALSE,TRUE,America/New_York,3,41465,1840015230,a:poor,dense,less educated,low employment,low mortality,low agriculture
21155,Kentucky,Marion,polygon,U,37.4943,-85.1483,FALSE,TRUE,America/New_York,3,40009,1840013233,c:rich,highly dense,less educated,high employment,high mortality,low agriculture
21157,Kentucky,Marshall,polygon,U,36.8513,-88.3593,FALSE,TRUE,America/Chicago,3,42025,1840013275,a:poor,highly dense,moderately educated,low employment,low mortality,low agriculture
21159,Kentucky,Martin,polygon,U,37.8415,-82.4224,FALSE,TRUE,America/New_York,3,41267,1840015221,b:middle,moderately dense,less educated,medium employment,high mortality,low agriculture
21161,Kentucky,Mason,polygon,U,38.7563,-83.8845,FALSE,TRUE,America/New_York,3,41034,1840013180,c:rich,dense,less educated,high employment,high mortality,low agriculture
21163,Kentucky,Meade,polygon,U,37.9745,-86.1107,FALSE,FALSE,America/New_York,3,40108,1840030816,a:poor,dense,moderately educated,low employment,medium mortality,good agriculture
21165,Kentucky,Menifee,polygon,U,37.9542,-83.6226,FALSE,TRUE,America/New_York,3,40322,1840013216,a:poor,dense,less educated,low employment,medium mortality,low agriculture
21167,Kentucky,Mercer,polygon,U,37.921,-84.8615,FALSE,FALSE,America/New_York,3,40372,1840026805,b:middle,moderately dense,moderately educated,medium employment,high mortality,best
21169,Kentucky,Metcalfe,polygon,U,36.9842,-85.619,FALSE,TRUE,America/Chicago,3,42129,1840013266,a:poor,dense,less educated,low employment,low mortality,good agriculture
21171,Kentucky,Monroe,polygon,U,36.6402,-85.7963,FALSE,TRUE,America/Chicago,3,42140,1840013292,b:middle,dense,less educated,medium employment,medium mortality,good agriculture
21173,Kentucky,Montgomery,polygon,U,37.997,-83.8926,FALSE,TRUE,America/New_York,3,40353,1840013214,b:middle,dense,less educated,medium employment,medium mortality,low agriculture
21175,Kentucky,Morgan,polygon,U,37.892,-83.4445,FALSE,FALSE,America/New_York,3,41425,1840026790,b:middle,moderately dense,less educated,medium employment,high mortality,low agriculture
21177,Kentucky,Muhlenberg,polygon,U,37.2518,-87.0903,FALSE,FALSE,America/Chicago,3,42330 42332,1840030408,c:rich,moderately dense,less educated,high employment,high mortality,good agriculture
21179,Kentucky,Nelson,polygon,U,37.7838,-85.6803,FALSE,FALSE,America/New_York,3,40107,1840026800,c:rich,moderately dense,moderately educated,high employment,high mortality,low agriculture
21181,Kentucky,Nicholas,polygon,U,38.3162,-84.0334,FALSE,TRUE,America/New_York,3,40311,1840014290,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
21183,Kentucky,Ohio,polygon,U,37.3359,-86.9909,FALSE,TRUE,America/Chicago,3,42369,1840014350,c:rich,moderately dense,less educated,high employment,high mortality,low agriculture
21185,Kentucky,Oldham,polygon,U,38.3719,-85.604,FALSE,TRUE,America/New_York,3,40059,1840014286,c:rich,highly dense,highly educated,high employment,high mortality,low agriculture
21187,Kentucky,Owen,polygon,U,38.4233,-84.8728,FALSE,TRUE,America/New_York,3,40359,1840014277,b:middle,dense,less educated,medium employment,high mortality,low agriculture
21189,Kentucky,Owsley,polygon,U,37.4719,-83.6826,FALSE,TRUE,America/New_York,3,41314,1840013240,a:poor,moderately dense,less educated,medium employment,medium mortality,low agriculture
21191,Kentucky,Pendleton,polygon,U,38.6708,-84.331,FALSE,TRUE,America/New_York,3,41040,1840013173,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
21193,Kentucky,Perry,polygon,U,37.346,-83.4696,FALSE,TRUE,America/New_York,3,41721,1840013245,c:rich,dense,less educated,high employment,high mortality,low agriculture
21195,Kentucky,Pike,polygon,U,37.6178,-82.1706,FALSE,FALSE,America/New_York,3,41544,1840030691,c:rich,moderately dense,less educated,high employment,high mortality,low agriculture
21197,Kentucky,Powell,polygon,U,37.8475,-83.8572,FALSE,TRUE,America/New_York,3,40380,1840015222,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
21199,Kentucky,Pulaski,polygon,U,37.011,-84.653,FALSE,TRUE,America/New_York,3,42503 42519 42544 42518,1840013254,c:rich,moderately dense,less educated,high employment,high mortality,low agriculture
21201,Kentucky,Robertson,polygon,U,38.5317,-84.0358,FALSE,TRUE,America/New_York,3,41064,1840014280,a:poor,dense,less educated,low employment,low mortality,best
21203,Kentucky,Rockcastle,polygon,U,37.4027,-84.4144,FALSE,TRUE,America/New_York,3,40409,1840013241,a:poor,dense,less educated,low employment,medium mortality,low agriculture
21205,Kentucky,Rowan,polygon,U,38.152,-83.5043,FALSE,TRUE,America/New_York,3,40351,1840014292,c:rich,highly dense,moderately educated,high employment,high mortality,low agriculture
21207,Kentucky,Russell,polygon,U,37.051,-85.0774,FALSE,TRUE,America/Chicago,3,42642,1840014391,a:poor,dense,less educated,low employment,low mortality,good agriculture
21209,Kentucky,Scott,polygon,U,38.2697,-84.6831,FALSE,TRUE,America/New_York,3,40379,1840015190,c:rich,highly dense,moderately educated,high employment,medium mortality,good agriculture
21211,Kentucky,Shelby,polygon,U,38.2166,-85.3514,FALSE,TRUE,America/New_York,3,40067,1840015206,b:middle,highly dense,moderately educated,medium employment,low mortality,low agriculture
21213,Kentucky,Simpson,polygon,U,36.7163,-86.5587,FALSE,TRUE,America/Chicago,3,42134 42135,1840013290,a:poor,dense,less educated,low employment,low mortality,good agriculture
21215,Kentucky,Spencer,polygon,U,38.117,-85.3722,FALSE,FALSE,America/New_York,3,40023 40071,1840025690,a:poor,moderately dense,moderately educated,low employment,low mortality,good agriculture
21217,Kentucky,Taylor,polygon,U,37.3446,-85.351,FALSE,TRUE,America/New_York,3,42718 42719,1840013242,a:poor,highly dense,moderately educated,low employment,low mortality,low agriculture
21219,Kentucky,Todd,polygon,U,36.7225,-87.2628,FALSE,TRUE,America/Chicago,3,42286,1840015263,b:middle,dense,less educated,medium employment,medium mortality,good agriculture
21221,Kentucky,Trigg,polygon,U,36.8696,-87.8048,FALSE,TRUE,America/Chicago,3,42211,1840013282,a:poor,dense,less educated,low employment,low mortality,good agriculture
21223,Kentucky,Trimble,polygon,U,38.5953,-85.3175,FALSE,TRUE,America/New_York,3,40006,1840013185,a:poor,highly dense,less educated,low employment,medium mortality,low agriculture
21225,Kentucky,Union,polygon,U,37.5466,-87.9878,FALSE,TRUE,America/Chicago,3,42459,1840015227,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
21227,Kentucky,Warren,polygon,U,36.8421,-86.53,FALSE,TRUE,America/Chicago,3,42170 42104,1840015262,c:rich,dense,less educated,high employment,high mortality,best
21229,Kentucky,Washington,polygon,U,37.6922,-85.2193,FALSE,TRUE,America/New_York,3,40069,1840015225,a:poor,dense,less educated,low employment,low mortality,best
21231,Kentucky,Wayne,polygon,U,36.8404,-84.8506,FALSE,TRUE,America/Kentucky/Monticello,3,42633,1840014404,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
21233,Kentucky,Webster,polygon,U,37.5579,-87.4371,FALSE,FALSE,America/Chicago,3,42455,1840026833,c:rich,moderately dense,less educated,high employment,high mortality,low agriculture
21235,Kentucky,Whitley,polygon,U,36.6781,-84.1284,FALSE,FALSE,America/New_York,3,40769,1840026915,b:middle,dense,less educated,medium employment,high mortality,good agriculture
21237,Kentucky,Wolfe,polygon,U,37.7999,-83.4172,FALSE,FALSE,America/New_York,3,41332,1840026812,b:middle,moderately dense,less educated,medium employment,high mortality,low agriculture
21239,Kentucky,Woodford,polygon,U,38.1543,-84.678,FALSE,TRUE,America/New_York,3,40347,1840014318,b:middle,highly dense,moderately educated,medium employment,low mortality,best
22001,Louisiana,Acadia,polygon,U,30.4037,-92.2145,FALSE,TRUE,America/Chicago,3,70525,1840017200,a:poor,highly dense,less educated,low employment,low mortality,good agriculture
22003,Louisiana,Allen,polygon,U,30.867,-92.7986,FALSE,TRUE,America/Chicago,3,70638,1840017167,b:middle,moderately dense,less educated,medium employment,medium mortality,best
22009,Louisiana,Avoyelles,polygon,U,30.954,-92.1884,FALSE,TRUE,America/Chicago,3,71322,1840013880,a:poor,highly dense,less educated,low employment,low mortality,good agriculture
22017,Louisiana,Caddo,polygon,U,32.6091,-93.8841,FALSE,TRUE,America/Chicago,3,71107 71009,1840015767,c:rich,dense,less educated,high employment,high mortality,low agriculture
22019,Louisiana,Calcasieu,polygon,U,30.2393,-93.0128,FALSE,TRUE,America/Chicago,3,70647,1840017194,c:rich,highly dense,less educated,high employment,medium mortality,low agriculture
22021,Louisiana,Caldwell,polygon,U,32.0288,-92.1408,FALSE,TRUE,America/Chicago,3,71435 71415,1840018124,a:poor,highly dense,less educated,low employment,low mortality,good agriculture
22023,Louisiana,Cameron,polygon,U,29.9717,-93.3947,FALSE,FALSE,America/Chicago,3,70645,1840014013,b:middle,moderately dense,less educated,medium employment,low mortality,low agriculture
22025,Louisiana,Catahoula,polygon,U,31.8492,-91.6599,FALSE,TRUE,America/Chicago,3,71368,1840018154,a:poor,dense,less educated,medium employment,medium mortality,good agriculture
22027,Louisiana,Claiborne,polygon,U,32.793,-93.0582,FALSE,TRUE,America/Chicago,3,71040,1840016937,a:poor,dense,less educated,low employment,low mortality,good agriculture
22029,Louisiana,Concordia,polygon,U,31.713,-91.4453,FALSE,FALSE,America/Chicago,3,71334,1840025949,b:middle,moderately dense,less educated,medium employment,high mortality,good agriculture
22031,Louisiana,De Soto,polygon,U,32.0181,-93.7237,FALSE,TRUE,America/Chicago,3,71052,1840018121,c:rich,dense,less educated,high employment,high mortality,good agriculture
22035,Louisiana,East Carroll,polygon,U,32.8133,-91.1826,FALSE,TRUE,America/Chicago,3,71286 71254,1840016945,a:poor,highly dense,less educated,low employment,low mortality,best
22039,Louisiana,Evangeline,polygon,U,30.5696,-92.3169,FALSE,TRUE,America/Chicago,3,70524 70586,1840018204,b:middle,dense,less educated,high employment,high mortality,good agriculture
22041,Louisiana,Franklin,polygon,U,32.1651,-91.721,FALSE,TRUE,America/Chicago,3,71295 71230,1840015814,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
22043,Louisiana,Grant,polygon,U,31.43,-92.4829,FALSE,TRUE,America/Chicago,3,71423,1840018164,b:middle,dense,less educated,medium employment,high mortality,best
22045,Louisiana,Iberia,polygon,U,30.0049,-91.8202,FALSE,TRUE,America/Chicago,3,70560 70563 70562,1840015053,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
22047,Louisiana,Iberville,polygon,U,30.161,-91.1495,FALSE,TRUE,America/Chicago,3,70788,1840017193,b:middle,highly dense,less educated,medium employment,medium mortality,low agriculture
22049,Louisiana,Jackson,polygon,U,32.2719,-92.7303,FALSE,TRUE,America/Chicago,3,71247,1840018113,b:middle,dense,less educated,medium employment,medium mortality,good agriculture
22051,Louisiana,Jefferson,polygon,U,29.9072,-90.1933,FALSE,FALSE,America/Chicago,3,70094,1840013987,c:rich,dense,less educated,high employment,high mortality,best
22053,Louisiana,Jefferson Davis,polygon,U,30.2355,-92.7481,FALSE,FALSE,America/Chicago,3,70581,1840026024,b:middle,highly dense,less educated,medium employment,high mortality,good agriculture
22055,Louisiana,Lafayette,polygon,U,30.3126,-92.0387,FALSE,TRUE,America/Chicago,3,70520 70507,1840015043,b:middle,highly dense,moderately educated,medium employment,medium mortality,low agriculture
22061,Louisiana,Lincoln,polygon,U,32.5329,-92.6361,FALSE,TRUE,America/Chicago,3,71272 71270,1840014878,a:poor,highly dense,less educated,low employment,low mortality,best
22063,Louisiana,Livingston,polygon,U,30.4953,-90.7467,FALSE,TRUE,America/Chicago,3,70754,1840017184,b:middle,dense,less educated,medium employment,medium mortality,best
22065,Louisiana,Madison,polygon,U,32.4067,-91.1915,FALSE,TRUE,America/Chicago,3,71282 71284,1840015808,a:poor,highly dense,less educated,low employment,low mortality,good agriculture
22067,Louisiana,Morehouse,polygon,U,32.7749,-91.9058,FALSE,TRUE,America/Chicago,3,71220 71221,1840013793,a:poor,highly dense,less educated,low employment,low mortality,best
22069,Louisiana,Natchitoches,polygon,U,31.6547,-93.1999,FALSE,TRUE,America/Chicago,3,71468 71469,1840018143,b:middle,moderately dense,less educated,medium employment,high mortality,good agriculture
22071,Louisiana,Orleans,polygon,U,30.0687,-89.9288,FALSE,TRUE,America/Chicago,1,70139 70130 70131 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70148 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195,1840001839,a:poor,highly dense,less educated,low employment,low mortality,good agriculture
22073,Louisiana,Ouachita,polygon,U,32.4883,-92.1619,FALSE,FALSE,America/Chicago,3,71292,1840025900,b:middle,highly dense,less educated,medium employment,medium mortality,low agriculture
22077,Louisiana,Pointe Coupee,polygon,U,30.6824,-91.4248,FALSE,FALSE,America/Chicago,3,70783,1840025990,b:middle,dense,less educated,medium employment,medium mortality,good agriculture
22079,Louisiana,Rapides,polygon,U,31.3414,-92.4096,FALSE,TRUE,America/Chicago,3,71360 71359,1840014963,a:poor,highly dense,less educated,low employment,low mortality,good agriculture
22081,Louisiana,Red River,polygon,U,32.0256,-93.3406,FALSE,TRUE,America/Chicago,3,71019,1840017029,a:poor,dense,less educated,low employment,low mortality,low agriculture
22083,Louisiana,Richland,polygon,U,32.4902,-91.8651,FALSE,FALSE,America/Chicago,3,71264 71269 71279,1840025902,b:middle,moderately dense,less educated,medium employment,medium mortality,best
22107,Louisiana,Tensas,polygon,U,32.0723,-91.239,FALSE,TRUE,America/Chicago,3,71357,1840017028,a:poor,highly dense,less educated,low employment,low mortality,best
22111,Louisiana,Union,polygon,U,32.8276,-92.6584,FALSE,TRUE,America/Chicago,3,71222,1840015773,a:poor,dense,less educated,low employment,medium mortality,low agriculture
22113,Louisiana,Vermilion,polygon,U,29.975,-92.1266,FALSE,TRUE,America/Chicago,3,70510 70511,1840014005,a:poor,highly dense,less educated,low employment,low mortality,best
22115,Louisiana,Vernon,polygon,U,30.9344,-92.9268,FALSE,FALSE,America/Chicago,3,70656,1840025974,c:rich,moderately dense,less educated,high employment,medium mortality,good agriculture
22117,Louisiana,Washington,polygon,U,30.8479,-90.1459,FALSE,TRUE,America/Chicago,3,70438,1840017147,a:poor,dense,less educated,low employment,medium mortality,best
22119,Louisiana,Webster,polygon,U,32.525,-93.4118,FALSE,TRUE,America/Chicago,3,71023,1840018063,b:middle,moderately dense,less educated,medium employment,high mortality,low agriculture
22121,Louisiana,West Baton Rouge,polygon,U,30.4456,-91.2098,FALSE,TRUE,America/Chicago,3,70767,1840015026,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
22123,Louisiana,West Carroll,polygon,U,32.6038,-91.4814,FALSE,TRUE,America/Chicago,3,71237,1840018077,a:poor,dense,less educated,low employment,medium mortality,good agriculture
23005,Maine,Cumberland,polygon,U,43.6954,-70.3539,FALSE,TRUE,America/New_York,3,04092 04098,1840000329,b:middle,highly dense,highly educated,medium employment,low mortality,good agriculture
23007,Maine,Franklin,polygon,U,44.4916,-70.1923,FALSE,FALSE,America/New_York,3,4239,1840002061,b:middle,dense,highly educated,medium employment,medium mortality,low agriculture
23009,Maine,Hancock,polygon,U,44.5847,-68.4875,FALSE,TRUE,America/New_York,3,4605,1840000281,a:poor,moderately dense,highly educated,low employment,low mortality,best
23013,Maine,Knox,polygon,U,44.1274,-69.1369,FALSE,TRUE,America/New_York,3,4841,1840000322,a:poor,dense,highly educated,low employment,low mortality,best
23029,Maine,Washington,polygon,U,45.134,-67.224,FALSE,TRUE,America/New_York,3,4619,1840000271,a:poor,moderately dense,moderately educated,medium employment,medium mortality,best
23031,Maine,York,polygon,U,43.4244,-70.7573,FALSE,FALSE,America/New_York,3,04073 04083,1840002672,a:poor,dense,highly educated,low employment,low mortality,best
24001,Maryland,Allegany,polygon,U,39.5653,-78.7054,FALSE,FALSE,America/New_York,3,21502,1840024436,c:rich,moderately dense,moderately educated,high employment,high mortality,low agriculture
24003,Maryland,Anne Arundel,polygon,U,39.2088,-76.6625,FALSE,FALSE,America/New_York,3,21090,1840005921,c:rich,highly dense,highly educated,high employment,medium mortality,low agriculture
24005,Maryland,Baltimore,polygon,U,39.424,-76.6177,FALSE,FALSE,America/New_York,3,21093 21094,1840026623,c:rich,highly dense,highly educated,high employment,high mortality,low agriculture
24009,Maryland,Calvert,polygon,U,38.4728,-76.4895,FALSE,FALSE,America/New_York,3,20685,1840026722,c:rich,highly dense,moderately educated,high employment,high mortality,low agriculture
24011,Maryland,Caroline,polygon,U,38.917,-75.9419,FALSE,TRUE,America/New_York,3,21641 21629,1840005937,c:rich,highly dense,less educated,high employment,high mortality,good agriculture
24013,Maryland,Carroll,polygon,U,39.657,-77.1683,FALSE,TRUE,America/New_York,3,21787,1840005700,b:middle,highly dense,highly educated,medium employment,medium mortality,best
24015,Maryland,Cecil,polygon,U,39.7003,-76.0586,FALSE,TRUE,America/New_York,3,21911,1840005642,b:middle,highly dense,highly educated,medium employment,medium mortality,low agriculture
24017,Maryland,Charles,polygon,U,38.2646,-76.8496,FALSE,FALSE,America/New_York,3,20625 20664,1840024647,c:rich,highly dense,moderately educated,high employment,high mortality,low agriculture
24019,Maryland,Dorchester,polygon,U,38.3357,-76.2238,FALSE,FALSE,America/New_York,3,21634 21622,1840024642,c:rich,moderately dense,less educated,high employment,high mortality,good agriculture
24021,Maryland,Frederick,polygon,U,39.3237,-77.3411,FALSE,FALSE,America/New_York,3,21704 21754,1840024455,b:middle,highly dense,highly educated,medium employment,medium mortality,good agriculture
24023,Maryland,Garrett,polygon,U,39.2924,-79.3525,FALSE,FALSE,America/New_York,3,21550,1840024443,c:rich,moderately dense,moderately educated,high employment,high mortality,low agriculture
24025,Maryland,Harford,polygon,U,39.4861,-76.3908,FALSE,FALSE,America/New_York,3,21085 21087 21047 21018,1840031472,c:rich,dense,highly educated,high employment,medium mortality,good agriculture
24027,Maryland,Howard,polygon,U,39.1941,-76.7427,FALSE,FALSE,America/New_York,3,21075,1840005801,b:middle,highly dense,highly educated,medium employment,low mortality,good agriculture
24029,Maryland,Kent,polygon,U,39.3425,-75.8787,FALSE,TRUE,America/New_York,3,21635,1840005796,b:middle,highly dense,moderately educated,medium employment,medium mortality,good agriculture
24031,Maryland,Montgomery,polygon,U,39.036,-77.0934,FALSE,TRUE,America/New_York,3,20896,1840005843,c:rich,highly dense,moderately educated,high employment,high mortality,low agriculture
24039,Maryland,Somerset,polygon,U,38.0831,-75.8521,FALSE,TRUE,America/New_York,3,21871,1840035183,c:rich,moderately dense,less educated,high employment,high mortality,good agriculture
24041,Maryland,Talbot,polygon,U,38.7884,-76.2243,FALSE,TRUE,America/New_York,3,21663,1840006091,b:middle,dense,moderately educated,medium employment,medium mortality,good agriculture
24043,Maryland,Washington,polygon,U,39.3767,-77.7341,FALSE,FALSE,America/New_York,3,21782,1840024395,c:rich,dense,moderately educated,high employment,high mortality,best
24045,Maryland,Wicomico,polygon,U,38.2672,-75.8938,FALSE,FALSE,America/New_York,3,21840,1840024667,c:rich,moderately dense,moderately educated,high employment,high mortality,good agriculture
24047,Maryland,Worcester,polygon,U,38.1655,-75.3968,FALSE,TRUE,America/New_York,3,21863,1840006260,b:middle,dense,moderately educated,medium employment,medium mortality,good agriculture
24510,Maryland,Baltimore,polygon,U,39.3051,-76.6144,FALSE,TRUE,America/New_York,1,21218 21211 21210 21213 21212 21215 21214 21217 21216 21231 21230 21239 21251 21209 21202 21206 21207 21205 21226 21201 21223 21224 21225 21229 21203 21233 21263 21264 21270 21273 21275 21278 21279 21281 21287 21290 21297 21298,1840001592,a:poor,highly dense,less educated,low employment,low mortality,low agriculture
25009,Massachusetts,Essex,polygon,U,42.5335,-70.9724,FALSE,TRUE,America/New_York,3,01960 01961,1840000414,b:middle,highly dense,highly educated,medium employment,low mortality,low agriculture
25011,Massachusetts,Franklin,polygon,U,42.6063,-72.7434,FALSE,FALSE,America/New_York,3,1370,1840004517,b:middle,dense,highly educated,medium employment,medium mortality,low agriculture
25015,Massachusetts,Hampshire,polygon,U,42.3757,-72.5188,FALSE,FALSE,America/New_York,3,01002 01003 01004,1840003166,a:poor,highly dense,highly educated,low employment,low mortality,good agriculture
25017,Massachusetts,Middlesex,polygon,U,42.4518,-71.4035,FALSE,FALSE,America/New_York,3,1742,1840003133,c:rich,highly dense,moderately educated,high employment,high mortality,low agriculture
25023,Massachusetts,Plymouth,polygon,U,42.2121,-70.7652,FALSE,FALSE,America/New_York,3,2066,1840004680,c:rich,highly dense,highly educated,high employment,high mortality,best
25027,Massachusetts,Worcester,polygon,U,42.0604,-72.0338,FALSE,TRUE,America/New_York,3,1550,1840053605,c:rich,dense,moderately educated,medium employment,medium mortality,good agriculture
26005,Michigan,Allegan,polygon,U,42.4575,-85.6979,FALSE,TRUE,America/Detroit,3,49078,1840003111,a:poor,highly dense,highly educated,low employment,low mortality,good agriculture
26007,Michigan,Alpena,polygon,U,45.074,-83.4399,FALSE,TRUE,America/Detroit,3,49707,1840003947,a:poor,highly dense,highly educated,low employment,low mortality,low agriculture
26011,Michigan,Arenac,polygon,U,43.9794,-83.9637,FALSE,TRUE,America/Detroit,3,48658,1840003949,a:poor,dense,moderately educated,low employment,low mortality,good agriculture
26015,Michigan,Barry,polygon,U,42.4951,-85.4117,FALSE,FALSE,America/Detroit,3,49046,1840024092,b:middle,dense,highly educated,medium employment,high mortality,good agriculture
26017,Michigan,Bay,polygon,U,43.5903,-83.8886,FALSE,TRUE,America/Detroit,3,48706 48708,1840002583,a:poor,highly dense,highly educated,low employment,low mortality,best
26021,Michigan,Berrien,polygon,U,41.774,-86.7887,FALSE,TRUE,America/Detroit,3,49117,1840011225,c:rich,moderately dense,moderately educated,high employment,high mortality,good agriculture
26023,Michigan,Branch,polygon,U,41.9466,-84.9989,FALSE,TRUE,America/Detroit,3,49036,1840003250,a:poor,highly dense,moderately educated,low employment,low mortality,best
26025,Michigan,Calhoun,polygon,U,42.0967,-84.9899,FALSE,TRUE,America/Detroit,3,49092,1840011202,c:rich,dense,highly educated,high employment,high mortality,low agriculture
26027,Michigan,Cass,polygon,U,41.9834,-86.1125,FALSE,TRUE,America/Detroit,3,49047,1840003256,a:poor,highly dense,highly educated,low employment,low mortality,best
26033,Michigan,Chippewa,polygon,U,45.9891,-83.9146,FALSE,TRUE,America/Detroit,3,49725,1840013136,c:rich,moderately dense,highly educated,high employment,high mortality,best
26035,Michigan,Clare,polygon,U,44.0168,-84.808,FALSE,TRUE,America/Detroit,3,48625,1840002562,a:poor,dense,moderately educated,low employment,low mortality,low agriculture
26037,Michigan,Clinton,polygon,U,42.9303,-84.798,FALSE,TRUE,America/Detroit,3,48894,1840011027,b:middle,dense,highly educated,medium employment,high mortality,best
26039,Michigan,Crawford,polygon,U,44.6566,-84.7091,FALSE,TRUE,America/Detroit,3,49738,1840002291,a:poor,dense,highly educated,low employment,low mortality,best
26041,Michigan,Delta,polygon,U,45.7477,-87.09,FALSE,TRUE,America/Detroit,3,49829,1840003925,a:poor,highly dense,highly educated,low employment,low mortality,low agriculture
26043,Michigan,Dickinson,polygon,U,45.803,-87.9958,FALSE,FALSE,America/Menominee,3,49801 49876,1840004008,b:middle,dense,highly educated,medium employment,medium mortality,best
26045,Michigan,Eaton,polygon,U,42.6271,-85.0249,FALSE,TRUE,America/Detroit,3,49096,1840011087,c:rich,dense,highly educated,high employment,high mortality,best
26047,Michigan,Emmet,polygon,U,45.3834,-84.9304,FALSE,FALSE,America/Detroit,3,49770,1840031566,c:rich,dense,highly educated,high employment,high mortality,best
26049,Michigan,Genesee,polygon,U,42.8453,-83.7086,FALSE,FALSE,America/Detroit,3,48430,1840004341,c:rich,highly dense,moderately educated,high employment,high mortality,good agriculture
26051,Michigan,Gladwin,polygon,U,43.8811,-84.4887,FALSE,TRUE,America/Detroit,3,48612,1840002563,a:poor,highly dense,moderately educated,medium employment,medium mortality,low agriculture
26055,Michigan,Grand Traverse,polygon,U,44.6611,-85.6881,FALSE,FALSE,America/Detroit,3,49637,1840025203,c:rich,highly dense,highly educated,high employment,high mortality,low agriculture
26057,Michigan,Gratiot,polygon,U,43.1807,-84.6793,FALSE,TRUE,America/Detroit,3,48871,1840010998,c:rich,dense,moderately educated,high employment,high mortality,best
26059,Michigan,Hillsdale,polygon,U,41.7242,-84.4189,FALSE,TRUE,America/Detroit,3,49288,1840011381,c:rich,dense,highly educated,high employment,high mortality,best
26063,Michigan,Huron,polygon,U,43.9395,-82.7149,FALSE,TRUE,America/Detroit,3,48468,1840013150,c:rich,moderately dense,moderately educated,high employment,high mortality,best
26065,Michigan,Ingham,polygon,U,42.5558,-84.303,FALSE,TRUE,America/Detroit,3,48819,1840011080,c:rich,dense,highly educated,high employment,high mortality,good agriculture
26067,Michigan,Ionia,polygon,U,42.7824,-85.1374,FALSE,TRUE,America/Detroit,3,48849,1840011016,b:middle,highly dense,highly educated,medium employment,medium mortality,good agriculture
26071,Michigan,Iron,polygon,U,46.0557,-88.605,FALSE,TRUE,America/Menominee,3,49927,1840001971,b:middle,moderately dense,moderately educated,medium employment,high mortality,low agriculture
26073,Michigan,Isabella,polygon,U,43.6998,-84.7657,FALSE,TRUE,America/Detroit,3,48878,1840010962,c:rich,dense,highly educated,high employment,high mortality,good agriculture
26075,Michigan,Jackson,polygon,U,42.1762,-84.6456,FALSE,TRUE,America/Detroit,3,49237,1840011197,c:rich,dense,highly educated,high employment,high mortality,good agriculture
26077,Michigan,Kalamazoo,polygon,U,42.3027,-85.5447,FALSE,FALSE,America/Detroit,3,49048,1840004656,c:rich,highly dense,highly educated,medium employment,medium mortality,good agriculture
26081,Michigan,Kent,polygon,U,42.8909,-85.7066,FALSE,TRUE,America/Detroit,3,49509 49548 49418 49519,1840000374,b:middle,highly dense,highly educated,low employment,low mortality,good agriculture
26085,Michigan,Lake,polygon,U,44.0386,-85.6827,FALSE,TRUE,America/Detroit,3,49656,1840010949,b:middle,moderately dense,moderately educated,medium employment,medium mortality,low agriculture
26087,Michigan,Lapeer,polygon,U,42.9208,-83.0435,FALSE,TRUE,America/Detroit,3,48003,1840010065,b:middle,highly dense,highly educated,medium employment,medium mortality,good agriculture
26089,Michigan,Leelanau,polygon,U,44.896,-85.99,FALSE,FALSE,America/Detroit,3,49636,1840025197,c:rich,moderately dense,highly educated,high employment,high mortality,low agriculture
26091,Michigan,Lenawee,polygon,U,41.7859,-84.0403,FALSE,FALSE,America/Detroit,3,49248,1840025507,c:rich,moderately dense,highly educated,high employment,high mortality,best
26093,Michigan,Livingston,polygon,U,42.4543,-83.9457,FALSE,TRUE,America/Detroit,3,48169,1840011079,c:rich,highly dense,highly educated,high employment,high mortality,best
26099,Michigan,Macomb,polygon,U,42.5809,-83.0305,FALSE,TRUE,America/Detroit,2,48310 48313 48312 48314 48311,1840003094,a:poor,highly dense,highly educated,low employment,low mortality,good agriculture
26105,Michigan,Mason,polygon,U,43.9511,-86.2798,FALSE,TRUE,America/Detroit,3,49454,1840002546,b:middle,dense,highly educated,medium employment,medium mortality,low agriculture
26107,Michigan,Mecosta,polygon,U,43.7505,-85.1436,FALSE,TRUE,America/Detroit,3,49305,1840010964,c:rich,moderately dense,highly educated,high employment,high mortality,good agriculture
26111,Michigan,Midland,polygon,U,43.6777,-84.3803,FALSE,TRUE,America/Detroit,3,48657,1840010955,c:rich,dense,highly educated,high employment,high mortality,good agriculture
26115,Michigan,Monroe,polygon,U,41.8049,-83.4426,FALSE,TRUE,America/Detroit,3,48157 48133,1840003989,c:rich,dense,highly educated,high employment,high mortality,good agriculture
